transcript_id,employee_id,name,designation,education,experience,interview_date,interview_transcript,skills_mentioned,overall_score,feedback,hiring_decision,interview_summary
TID0366,EID0366,Laura Huber,Senior Data Analyst,M.Sc in Data Science,5 years,2025-06-13,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Laura Huber, I completed my M.Sc in Data Science, and I love solving analytical problems through data.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: How do you clean data?
Candidate: I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: What is SQL?
Candidate: you know SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: What is a JOIN operation in SQL?
Candidate: you know JOIN combines rows from two or more tables based on a related column like ID.
","Python, SQL, Excel, NumPy, Statistics, Tableau",4.5,Excellent candidate. Recommended.,Hire,"Candidate Laura Huber (EID0366) applied for the role of Senior Data Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, SQL, Excel, NumPy, Statistics, Tableau. All mentioned skills supported."
TID0367,EID0367,Jasmine Brandt,Insights Analyst,B.Sc in CS,1 years,2025-06-15,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm Jasmine Brandt. I studied B.Sc in CS and did internships where I worked on real-world data projects and dashboards.

Interviewer: What is SQL?
Candidate: I haven’t used that in any of my projects yet.

Interviewer: How do you clean data?
Candidate: I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: Why do you want this job?
Candidate: I guess I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is a JOIN operation in SQL?
Candidate: you know JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: Describe a difficult situation you handled.
Candidate: I'm not sure about that.
","Python, SQL, Excel, Statistics, Pandas, Tableau",3.5,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Jasmine Brandt (EID0367) applied for the role of Insights Analyst with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 3.5/5. Skills mentioned: Python, SQL, Excel, Statistics, Pandas, Tableau. SQL listed but not confidently answered"
TID0368,EID0368,Brandon Reynolds,Data Analyst,M.Sc in Data Science,2 years,2025-02-01,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Brandon Reynolds, I completed my M.Sc in Data Science, and I love solving analytical problems through data.

Interviewer: What is SQL?
Candidate: It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: What is your experience with Power BI?
Candidate: I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.

Interviewer: Describe a difficult situation you handled.
Candidate: sort of During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: How do you clean data?
Candidate: sort of I handle missing values, remove duplicates, and standardize formats during data cleaning.
","Python, Excel, SQL, NumPy, R, Statistics, Power BI, Tableau",4.5,Excellent candidate. Recommended.,Hire,"Candidate Brandon Reynolds (EID0368) applied for the role of Data Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, Excel, SQL, NumPy, R, Statistics, Power BI, Tableau. All mentioned skills supported."
TID0369,EID0369,Steven Brown,ML Associate,MBA with Analytics,5 years,2025-06-30,"Interviewer: Tell me about yourself.
Candidate: I haven’t used that in any of my projects yet.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: What is a JOIN operation in SQL?
Candidate: you know JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: What is your experience with Power BI?
Candidate: sort of I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: Why do you want this job?
Candidate: like This role aligns perfectly with my skill set and career goals in analytics.
","Python, Excel, SQL, NumPy, R, Statistics, Pandas, Power BI, Tableau",4.17,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Steven Brown (EID0369) applied for the role of ML Associate with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.17/5. Skills mentioned: Python, Excel, SQL, NumPy, R, Statistics, Pandas, Power BI, Tableau. Python listed but not confidently answered"
TID0370,EID0370,Susan Esparza,Reporting Analyst,M.Sc in Data Science,5 years,2025-05-13,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm Susan Esparza. I studied M.Sc in Data Science and did internships where I worked on real-world data projects and dashboards.

Interviewer: Describe a difficult situation you handled.
Candidate: I haven’t used that in any of my projects yet.

Interviewer: Why do you want this job?
Candidate: kinda This role aligns perfectly with my skill set and career goals in analytics.

Interviewer: How do you clean data?
Candidate: uhh... I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: What is SQL?
Candidate: sort of SQL helps you interact with databases — for example, to retrieve customer records or sales data.
","SQL, Excel, NumPy, R, Statistics, Power BI, Pandas, Tableau",3.67,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Susan Esparza (EID0370) applied for the role of Reporting Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 3.67/5. Skills mentioned: SQL, Excel, NumPy, R, Statistics, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0371,EID0371,Tasha Walker,ML Associate,M.Sc in Data Science,1 years,2025-05-24,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm Tasha Walker. I studied M.Sc in Data Science and did internships where I worked on real-world data projects and dashboards.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: What is your experience with Power BI?
Candidate: I’ve built interactive dashboards and used DAX to create KPIs and visualizations.

Interviewer: How do you clean data?
Candidate: I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is a JOIN operation in SQL?
Candidate: It’s used to merge data — for instance, customer details with their orders.

Interviewer: Why do you want this job?
Candidate: I want to grow in the data field and believe your company offers great learning opportunities.
","Python, SQL, Excel, R, Statistics, Power BI, Pandas, Tableau",4.5,Excellent candidate. Recommended.,Hire,"Candidate Tasha Walker (EID0371) applied for the role of ML Associate with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, SQL, Excel, R, Statistics, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0372,EID0372,Paul Duncan,ML Associate,MBA with Analytics,1 years,2025-03-16,"Interviewer: Tell me about yourself.
Candidate: umm... Hello, I'm Paul Duncan, I completed my MBA with Analytics, and I love solving analytical problems through data.

Interviewer: What is your experience with Power BI?
Candidate: I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: Describe a difficult situation you handled.
Candidate: I don't remember exactly.

Interviewer: What is SQL?
Candidate: uhh... It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: Why do you want this job?
Candidate: This role aligns perfectly with my skill set and career goals in analytics.
","Python, SQL, Excel, NumPy, R, Statistics, Pandas, Power BI, Tableau",4.0,Excellent candidate. Recommended.,Hire,"Candidate Paul Duncan (EID0372) applied for the role of ML Associate with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.0/5. Skills mentioned: Python, SQL, Excel, NumPy, R, Statistics, Pandas, Power BI, Tableau. All mentioned skills supported."
TID0373,EID0373,Kelly Cuevas,Data Science Intern,M.Sc in Data Science,0 years,2025-05-02,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm Kelly Cuevas. I studied M.Sc in Data Science and did internships where I worked on real-world data projects and dashboards.

Interviewer: Describe a difficult situation you handled.
Candidate: kinda During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: How do you clean data?
Candidate: I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is SQL?
Candidate: SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: What is your experience with Power BI?
Candidate: umm... I use Power BI for reporting sales trends and customer analysis with slicers and filters.
","SQL, Python, Excel, NumPy",4.83,Excellent candidate. Recommended.,Hire,"Candidate Kelly Cuevas (EID0373) applied for the role of Data Science Intern with M.Sc in Data Science background. They are a Fresher. Performance in the interview was rated 4.83/5. Skills mentioned: SQL, Python, Excel, NumPy. All mentioned skills supported."
TID0374,EID0374,Dustin Price,Insights Analyst,M.Sc in Data Science,4 years,2025-05-22,"Interviewer: Tell me about yourself.
Candidate: you know My name is Dustin Price and I hold a degree in M.Sc in Data Science. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: How do you clean data?
Candidate: I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: Why do you want this job?
Candidate: I'm not sure about that.

Interviewer: Describe a difficult situation you handled.
Candidate: I had to resolve a conflict in the team by mediating and redistributing responsibilities.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.
","Python, SQL, Excel, R, Statistics, Pandas, Power BI",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Dustin Price (EID0374) applied for the role of Insights Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 3.83/5. Skills mentioned: Python, SQL, Excel, R, Statistics, Pandas, Power BI. All mentioned skills supported."
TID0375,EID0375,Anthony Daniel,Reporting Analyst,B.Sc in CS,5 years,2025-03-07,"Interviewer: Tell me about yourself.
Candidate: kinda My name is Anthony Daniel and I hold a degree in B.Sc in CS. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: What is your experience with Power BI?
Candidate: Sorry, I haven't learned that yet.

Interviewer: Why do you want this job?
Candidate: I want to grow in the data field and believe your company offers great learning opportunities.
","Python, Excel, SQL, NumPy, Pandas, Power BI, Tableau",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Anthony Daniel (EID0375) applied for the role of Reporting Analyst with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 3.83/5. Skills mentioned: Python, Excel, SQL, NumPy, Pandas, Power BI, Tableau. Power BI listed but not confidently answered"
TID0376,EID0376,Kimberly Williams,Junior Data Scientist,B.Tech,0 years,2025-07-09,"Interviewer: Tell me about yourself.
Candidate: I haven’t used that in any of my projects yet.

Interviewer: What is a JOIN operation in SQL?
Candidate: you know JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: Why do you want this job?
Candidate: I'm not sure about that.

Interviewer: How do you clean data?
Candidate: sort of I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: Describe a difficult situation you handled.
Candidate: I had to resolve a conflict in the team by mediating and redistributing responsibilities.
","Python, NumPy, R, Statistics, Pandas, Power BI, Tableau",4.0,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Kimberly Williams (EID0376) applied for the role of Junior Data Scientist with B.Tech background. They are a Fresher. Performance in the interview was rated 4.0/5. Skills mentioned: Python, NumPy, R, Statistics, Pandas, Power BI, Tableau. Python listed but not confidently answered"
TID0377,EID0377,Katie Carr DDS,Senior Data Analyst,MBA with Analytics,4 years,2025-02-09,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Katie Carr DDS, I completed my MBA with Analytics, and I love solving analytical problems through data.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.

Interviewer: How do you clean data?
Candidate: I guess I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is your experience with Power BI?
Candidate: I'm not sure about that.

Interviewer: What is SQL?
Candidate: SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: What is a JOIN operation in SQL?
Candidate: It’s used to merge data — for instance, customer details with their orders.
","Excel, NumPy, R, Pandas, Power BI, Tableau",4.0,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Katie Carr DDS (EID0377) applied for the role of Senior Data Analyst with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.0/5. Skills mentioned: Excel, NumPy, R, Pandas, Power BI, Tableau. Power BI listed but not confidently answered"
TID0378,EID0378,Stephen Payne,Senior Data Analyst,MBA with Analytics,1 years,2025-03-09,"Interviewer: Tell me about yourself.
Candidate: Sorry, I haven't learned that yet.

Interviewer: What is SQL?
Candidate: It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: What is a JOIN operation in SQL?
Candidate: It’s used to merge data — for instance, customer details with their orders.

Interviewer: How do you clean data?
Candidate: I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.
","Python, SQL, Excel, NumPy, R, Statistics, Power BI, Tableau",4.17,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Stephen Payne (EID0378) applied for the role of Senior Data Analyst with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.17/5. Skills mentioned: Python, SQL, Excel, NumPy, R, Statistics, Power BI, Tableau. Python listed but not confidently answered"
TID0379,EID0379,Kristin Kline,Data Engineer,MBA with Analytics,0 years,2025-02-26,"Interviewer: Tell me about yourself.
Candidate: I think Hello, I'm Kristin Kline, I completed my MBA with Analytics, and I love solving analytical problems through data.

Interviewer: What is your experience with Power BI?
Candidate: I don't remember exactly.

Interviewer: How do you clean data?
Candidate: I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is SQL?
Candidate: It’s a language used for querying, updating, and managing data stored in databases.
","Python, Excel, NumPy, R, Statistics, Power BI",4.33,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Kristin Kline (EID0379) applied for the role of Data Engineer with MBA with Analytics background. They are a Fresher. Performance in the interview was rated 4.33/5. Skills mentioned: Python, Excel, NumPy, R, Statistics, Power BI. Power BI listed but not confidently answered"
TID0380,EID0380,Judy Ortiz,BI Developer,MBA with Analytics,3 years,2025-01-19,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm Judy Ortiz. I studied MBA with Analytics and did internships where I worked on real-world data projects and dashboards.

Interviewer: Why do you want this job?
Candidate: This role aligns perfectly with my skill set and career goals in analytics.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: What is your experience with Power BI?
Candidate: I think I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: How do you clean data?
Candidate: I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is a JOIN operation in SQL?
Candidate: you know It’s used to merge data — for instance, customer details with their orders.
","Python, Excel, SQL, NumPy, R, Statistics, Power BI, Tableau",4.83,Excellent candidate. Recommended.,Hire,"Candidate Judy Ortiz (EID0380) applied for the role of BI Developer with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.83/5. Skills mentioned: Python, Excel, SQL, NumPy, R, Statistics, Power BI, Tableau. All mentioned skills supported."
TID0381,EID0381,Devin Williamson,Data Analyst,B.Tech,0 years,2025-01-26,"Interviewer: Tell me about yourself.
Candidate: I think My name is Devin Williamson and I hold a degree in B.Tech. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is a JOIN operation in SQL?
Candidate: I think It’s used to merge data — for instance, customer details with their orders.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is SQL?
Candidate: umm... SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: Describe a difficult situation you handled.
Candidate: Sorry, I haven't learned that yet.

Interviewer: What is your experience with Power BI?
Candidate: Sorry, I haven't learned that yet.
","Python, SQL, Excel, Pandas, Power BI, Tableau",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Devin Williamson (EID0381) applied for the role of Data Analyst with B.Tech background. They are a Fresher. Performance in the interview was rated 3.83/5. Skills mentioned: Python, SQL, Excel, Pandas, Power BI, Tableau. Power BI listed but not confidently answered"
TID0382,EID0382,Mrs. Michelle Gonzalez,Junior Data Scientist,B.Tech,0 years,2025-02-11,"Interviewer: Tell me about yourself.
Candidate: I haven’t used that in any of my projects yet.

Interviewer: How do you clean data?
Candidate: I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: What is SQL?
Candidate: SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: Why do you want this job?
Candidate: I think I want to grow in the data field and believe your company offers great learning opportunities.

Interviewer: Describe a difficult situation you handled.
Candidate: I'm not sure about that.

Interviewer: What is your experience with Power BI?
Candidate: I use Power BI for reporting sales trends and customer analysis with slicers and filters.
","Python, NumPy, R, Statistics, Pandas, Power BI",4.0,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Mrs. Michelle Gonzalez (EID0382) applied for the role of Junior Data Scientist with B.Tech background. They are a Fresher. Performance in the interview was rated 4.0/5. Skills mentioned: Python, NumPy, R, Statistics, Pandas, Power BI. Python listed but not confidently answered"
TID0383,EID0383,Holly Kelly,BI Developer,B.Sc in CS,2 years,2025-03-19,"Interviewer: Tell me about yourself.
Candidate: you know Hello, I'm Holly Kelly, I completed my B.Sc in CS, and I love solving analytical problems through data.

Interviewer: Why do you want this job?
Candidate: umm... This role aligns perfectly with my skill set and career goals in analytics.

Interviewer: What is your experience with Power BI?
Candidate: I'm not sure about that.

Interviewer: Describe a difficult situation you handled.
Candidate: During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: How do you clean data?
Candidate: I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.
","Python, Excel, SQL, NumPy, R, Statistics, Pandas, Power BI, Tableau",4.0,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Holly Kelly (EID0383) applied for the role of BI Developer with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 4.0/5. Skills mentioned: Python, Excel, SQL, NumPy, R, Statistics, Pandas, Power BI, Tableau. Power BI listed but not confidently answered"
TID0384,EID0384,Victoria Kane,Insights Analyst,M.Sc in Data Science,0 years,2025-06-07,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Victoria Kane, I completed my M.Sc in Data Science, and I love solving analytical problems through data.

Interviewer: What is SQL?
Candidate: uhh... It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: How do you clean data?
Candidate: I think I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: Describe a difficult situation you handled.
Candidate: I had to resolve a conflict in the team by mediating and redistributing responsibilities.

Interviewer: Why do you want this job?
Candidate: you know I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is a JOIN operation in SQL?
Candidate: kinda JOIN helps bring together different tables so you can analyze related data easily.
","Python, SQL, NumPy, R, Statistics, Power BI, Tableau",4.67,Excellent candidate. Recommended.,Hire,"Candidate Victoria Kane (EID0384) applied for the role of Insights Analyst with M.Sc in Data Science background. They are a Fresher. Performance in the interview was rated 4.67/5. Skills mentioned: Python, SQL, NumPy, R, Statistics, Power BI, Tableau. All mentioned skills supported."
TID0385,EID0385,Mark Mccoy,Data Analyst,B.Tech,2 years,2025-05-09,"Interviewer: Tell me about yourself.
Candidate: I'm not sure about that.

Interviewer: What is your experience with Power BI?
Candidate: umm... I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: Why do you want this job?
Candidate: I'm not sure about that.

Interviewer: What is SQL?
Candidate: umm... SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: Describe a difficult situation you handled.
Candidate: uhh... During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: How do you clean data?
Candidate: I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.
","Python, SQL, NumPy, R, Statistics, Pandas, Power BI",3.67,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Mark Mccoy (EID0385) applied for the role of Data Analyst with B.Tech background. They are a Experienced. Performance in the interview was rated 3.67/5. Skills mentioned: Python, SQL, NumPy, R, Statistics, Pandas, Power BI. Python listed but not confidently answered"
TID0386,EID0386,William King,Senior Data Analyst,MBA with Analytics,1 years,2025-04-25,"Interviewer: Tell me about yourself.
Candidate: umm... My name is William King and I hold a degree in MBA with Analytics. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is your experience with Power BI?
Candidate: umm... I’ve built interactive dashboards and used DAX to create KPIs and visualizations.

Interviewer: Describe a difficult situation you handled.
Candidate: sort of During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: Why do you want this job?
Candidate: you know I’m passionate about data and love solving real-world problems through analysis.

Interviewer: How do you clean data?
Candidate: uhh... I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is SQL?
Candidate: like It’s a language used for querying, updating, and managing data stored in databases.
","Python, SQL, Excel, NumPy, R, Statistics, Pandas, Power BI, Tableau",4.5,Excellent candidate. Recommended.,Hire,"Candidate William King (EID0386) applied for the role of Senior Data Analyst with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, SQL, Excel, NumPy, R, Statistics, Pandas, Power BI, Tableau. All mentioned skills supported."
TID0387,EID0387,Susan Gross,Reporting Analyst,M.Sc in Data Science,3 years,2025-03-05,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm Susan Gross. I studied M.Sc in Data Science and did internships where I worked on real-world data projects and dashboards.

Interviewer: Describe a difficult situation you handled.
Candidate: I haven’t used that in any of my projects yet.

Interviewer: What is SQL?
Candidate: It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: How do you clean data?
Candidate: like I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is your experience with Power BI?
Candidate: I’ve built interactive dashboards and used DAX to create KPIs and visualizations.

Interviewer: Why do you want this job?
Candidate: like I want to grow in the data field and believe your company offers great learning opportunities.
","SQL, NumPy, R, Statistics, Pandas, Power BI, Tableau",4.33,Excellent candidate. Recommended.,Hire,"Candidate Susan Gross (EID0387) applied for the role of Reporting Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.33/5. Skills mentioned: SQL, NumPy, R, Statistics, Pandas, Power BI, Tableau. All mentioned skills supported."
TID0388,EID0388,Michael Brady,Business Analyst,M.Sc in Data Science,1 years,2025-05-04,"Interviewer: Tell me about yourself.
Candidate: My name is Michael Brady and I hold a degree in M.Sc in Data Science. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is a JOIN operation in SQL?
Candidate: sort of JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: What is SQL?
Candidate: I guess SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: How do you clean data?
Candidate: Sorry, I haven't learned that yet.

Interviewer: Describe a difficult situation you handled.
Candidate: I had to resolve a conflict in the team by mediating and redistributing responsibilities.

Interviewer: What is your experience with Power BI?
Candidate: I'm not sure about that.
","Python, SQL, Excel, NumPy, R, Statistics, Power BI, Tableau",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Michael Brady (EID0388) applied for the role of Business Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 3.83/5. Skills mentioned: Python, SQL, Excel, NumPy, R, Statistics, Power BI, Tableau. Power BI listed but not confidently answered"
TID0389,EID0389,Courtney Moon,Insights Analyst,M.Sc in Data Science,0 years,2025-05-29,"Interviewer: Tell me about yourself.
Candidate: My name is Courtney Moon and I hold a degree in M.Sc in Data Science. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: Describe a difficult situation you handled.
Candidate: I had to resolve a conflict in the team by mediating and redistributing responsibilities.

Interviewer: What is your experience with Power BI?
Candidate: I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: How do you clean data?
Candidate: I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is SQL?
Candidate: SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.
","NumPy, R, Power BI, Pandas, Tableau",4.33,Excellent candidate. Recommended.,Hire,"Candidate Courtney Moon (EID0389) applied for the role of Insights Analyst with M.Sc in Data Science background. They are a Fresher. Performance in the interview was rated 4.33/5. Skills mentioned: NumPy, R, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0390,EID0390,Louis Roy MD,Junior Data Scientist,MBA with Analytics,1 years,2025-03-26,"Interviewer: Tell me about yourself.
Candidate: My name is Louis Roy MD and I hold a degree in MBA with Analytics. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: What is a JOIN operation in SQL?
Candidate: I guess JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: How do you clean data?
Candidate: I think I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: Why do you want this job?
Candidate: like I want to grow in the data field and believe your company offers great learning opportunities.

Interviewer: Describe a difficult situation you handled.
Candidate: I had to resolve a conflict in the team by mediating and redistributing responsibilities.
","Python, Excel, NumPy, R, Statistics, Power BI, Pandas, Tableau",4.33,Excellent candidate. Recommended.,Hire,"Candidate Louis Roy MD (EID0390) applied for the role of Junior Data Scientist with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.33/5. Skills mentioned: Python, Excel, NumPy, R, Statistics, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0391,EID0391,Katherine Brown,ML Associate,M.Sc in Data Science,4 years,2025-05-15,"Interviewer: Tell me about yourself.
Candidate: I haven’t used that in any of my projects yet.

Interviewer: What is SQL?
Candidate: I guess SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: How do you clean data?
Candidate: I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: Describe a difficult situation you handled.
Candidate: umm... Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: What is your experience with Power BI?
Candidate: I’ve built interactive dashboards and used DAX to create KPIs and visualizations.
","NumPy, Statistics, Pandas, Power BI, Tableau",4.0,Excellent candidate. Recommended.,Hire,"Candidate Katherine Brown (EID0391) applied for the role of ML Associate with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.0/5. Skills mentioned: NumPy, Statistics, Pandas, Power BI, Tableau. All mentioned skills supported."
